000    3414
001    1921
002    1181
003     754
004     439
005     321
006     212
mis     185
007     169
        167
008     144
009      88
010      43
012      24
011      23
013      14
014       5
029       3
015       3
041       1
035       1
045       1
044       1
037       1
039       1
Y         1
042       1
030       1
032       1
043       1
019       1
033       1
027       1
051       1
